method,trial,evaluation,objective,c8_hit,c8_center_distance_px,furthest_mirror,furthest_camera
random,10,94,,False,,1,0
random,10,95,,False,,1,1
random,10,96,,False,,1,0
random,10,97,,False,,1,0
random,10,98,,False,,1,0
random,10,99,,False,,1,0
random,10,100,,False,,1,0
bayes,1,0,-1000000.0,False,,1,0
bayes,1,1,-1000000.0,False,,1,0
bayes,1,2,-1000000.0,False,,1,0
bayes,1,3,-1000000.0,False,,1,0
bayes,1,4,-1000000.0,False,,1,0
bayes,1,5,-1000000.0,False,,1,0
bayes,1,6,-1000000.0,False,,1,0
bayes,1,7,-1000000.0,False,,1,0
bayes,1,8,-1000000.0,False,,1,1
bayes,1,9,-1000000.0,False,,1,0
bayes,1,10,-1000000.0,False,,1,0
bayes,1,11,-1000000.0,False,,1,0
bayes,1,12,-1000000.0,False,,1,0
bayes,1,13,-1000000.0,False,,1,0
bayes,1,14,-1000000.0,False,,1,0
bayes,1,15,-1000000.0,False,,1,0
bayes,1,16,-1000000.0,False,,1,0
bayes,1,17,-1000000.0,False,,1,0
bayes,1,18,-1000000.0,False,,1,0
bayes,1,19,-1000000.0,False,,1,0
bayes,1,20,-1000000.0,False,,1,0
bayes,1,21,-1000000.0,False,,1,0
bayes,1,22,-1000000.0,False,,1,0
bayes,1,23,-1000000.0,False,,2,1
bayes,1,24,-1000000.0,False,,1,0
bayes,1,25,-1000000.0,False,,1,0
bayes,1,26,-1000000.0,False,,1,0
bayes,1,27,-1000000.0,False,,1,0
bayes,1,28,-1000000.0,False,,2,1
bayes,1,29,-1000000.0,False,,1,0
bayes,1,30,-1000000.0,False,,1,0
bayes,1,31,-1000000.0,False,,1,0
bayes,1,32,-1000000.0,False,,1,0
bayes,1,33,-1000000.0,False,,1,0
bayes,1,34,-1000000.0,False,,1,0
bayes,1,35,-1000000.0,False,,1,0
bayes,1,36,-1000000.0,False,,1,0
bayes,1,37,-1000000.0,False,,1,0
bayes,1,38,-1000000.0,False,,1,0
bayes,1,39,-1000000.0,False,,1,1
bayes,1,40,-1000000.0,False,,1,0
bayes,1,41,-1000000.0,False,,1,0
bayes,1,42,-1000000.0,False,,1,1
bayes,1,43,-1000000.0,False,,1,0
bayes,1,44,-1000000.0,False,,1,1
bayes,1,45,-1000000.0,False,,1,0
bayes,1,46,-1000000.0,False,,1,0
bayes,1,47,-1000000.0,False,,1,0
bayes,1,48,-1000000.0,False,,1,0
bayes,1,49,-1000000.0,False,,1,0
bayes,1,50,-1000000.0,False,,1,0
bayes,1,51,-1000000.0,False,,1,0
bayes,1,52,-1000000.0,False,,1,0
bayes,1,53,-1000000.0,False,,1,0
bayes,1,54,-1000000.0,False,,1,0
bayes,1,55,-1000000.0,False,,1,0
bayes,1,56,-1000000.0,False,,1,0
bayes,1,57,-1000000.0,False,,1,0
bayes,1,58,-1000000.0,False,,1,0
bayes,1,59,-1000000.0,False,,1,0
bayes,1,60,-1000000.0,False,,1,0
bayes,1,61,-1000000.0,False,,1,1
bayes,1,62,-1000000.0,False,,1,0
bayes,1,63,-1000000.0,False,,1,0
bayes,1,64,-1000000.0,False,,1,0
bayes,1,65,-1000000.0,False,,1,0
bayes,1,66,-1000000.0,False,,1,1
bayes,1,67,-1000000.0,False,,1,0
bayes,1,68,-1000000.0,False,,1,0
bayes,1,69,-1000000.0,False,,1,0
bayes,1,70,-1000000.0,False,,1,0
bayes,1,71,-1000000.0,False,,1,0
bayes,1,72,-1000000.0,False,,1,0
bayes,1,73,-1000000.0,False,,1,0
bayes,1,74,-1000000.0,False,,1,0
bayes,1,75,-1000000.0,False,,1,0
bayes,1,76,-1000000.0,False,,1,0
bayes,1,77,-1000000.0,False,,1,1
bayes,1,78,-1000000.0,False,,1,0
bayes,1,79,-1000000.0,False,,1,0
bayes,1,80,-1000000.0,False,,1,0
bayes,1,81,-1000000.0,False,,1,0
bayes,1,82,-1000000.0,False,,1,0
bayes,1,83,-1000000.0,False,,1,0
bayes,1,84,-1000000.0,False,,1,0
bayes,1,85,-1000000.0,False,,1,0
bayes,1,86,-1000000.0,False,,1,0
bayes,1,87,-1000000.0,False,,1,0
bayes,1,88,-1000000.0,False,,1,0
bayes,1,89,-1000000.0,False,,1,0
bayes,1,90,-1000000.0,False,,1,0
bayes,1,91,-1000000.0,False,,1,0
bayes,1,92,-1000000.0,False,,1,0
bayes,1,93,-1000000.0,False,,1,0
bayes,1,94,-1000000.0,False,,1,0
bayes,1,95,-1000000.0,False,,1,0
bayes,1,96,-1000000.0,False,,2,1
bayes,1,97,-1000000.0,False,,1,0
bayes,1,98,-1000000.0,False,,1,0
bayes,1,99,-1000000.0,False,,1,0
bayes,1,100,-1000000.0,False,,1,0
bayes,2,0,-1000000.0,False,,1,0
bayes,2,1,-1000000.0,False,,1,0
bayes,2,2,-1000000.0,False,,1,0
bayes,2,3,-1000000.0,False,,1,0
bayes,2,4,-1000000.0,False,,1,0
bayes,2,5,-1000000.0,False,,1,0
bayes,2,6,-1000000.0,False,,1,0
bayes,2,7,-1000000.0,False,,1,0
bayes,2,8,-1000000.0,False,,1,0
bayes,2,9,-1000000.0,False,,1,0
bayes,2,10,-1000000.0,False,,1,0
bayes,2,11,-1000000.0,False,,1,0
bayes,2,12,-1000000.0,False,,1,0
bayes,2,13,-1000000.0,False,,1,0
bayes,2,14,-1000000.0,False,,1,0
bayes,2,15,-1000000.0,False,,1,0
bayes,2,16,-1000000.0,False,,2,1
bayes,2,17,-1000000.0,False,,1,0
bayes,2,18,-1000000.0,False,,1,0
bayes,2,19,-1000000.0,False,,1,0
bayes,2,20,-1000000.0,False,,1,0
bayes,2,21,-1000000.0,False,,1,0
bayes,2,22,-1000000.0,False,,2,2
bayes,2,23,-1000000.0,False,,1,0
bayes,2,24,-1000000.0,False,,2,1
bayes,2,25,-1000000.0,False,,2,3
bayes,2,26,-1000000.0,False,,1,0
bayes,2,27,-1000000.0,False,,1,0
bayes,2,28,-1000000.0,False,,1,0
bayes,2,29,-1000000.0,False,,1,0
bayes,2,30,-1000000.0,False,,1,0
bayes,2,31,-1000000.0,False,,1,0
bayes,2,32,-1000000.0,False,,1,0
bayes,2,33,-1000000.0,False,,2,1
bayes,2,34,-1000000.0,False,,1,0
bayes,2,35,-1000000.0,False,,1,0
bayes,2,36,-1000000.0,False,,1,0
bayes,2,37,-1000000.0,False,,1,0
bayes,2,38,-1000000.0,False,,1,0
bayes,2,39,-1000000.0,False,,1,0
bayes,2,40,-1000000.0,False,,1,0
bayes,2,41,-1000000.0,False,,1,0
bayes,2,42,-1000000.0,False,,1,0
bayes,2,43,-1000000.0,False,,1,0
bayes,2,44,-1000000.0,False,,2,1
bayes,2,45,-1000000.0,False,,1,0
bayes,2,46,-1000000.0,False,,1,0
bayes,2,47,-1000000.0,False,,1,0
bayes,2,48,-1000000.0,False,,1,0
bayes,2,49,-1000000.0,False,,1,0
bayes,2,50,-1000000.0,False,,1,0
bayes,2,51,-1000000.0,False,,1,0
bayes,2,52,-1000000.0,False,,2,2
bayes,2,53,-1000000.0,False,,1,0
bayes,2,54,-1000000.0,False,,1,0
bayes,2,55,-1000000.0,False,,1,0
bayes,2,56,-1000000.0,False,,2,1
bayes,2,57,-1000000.0,False,,1,0
bayes,2,58,-1000000.0,False,,1,0
bayes,2,59,-1000000.0,False,,1,0
bayes,2,60,-1000000.0,False,,1,0
bayes,2,61,-1000000.0,False,,1,0
bayes,2,62,-1000000.0,False,,1,0
bayes,2,63,-1000000.0,False,,1,0
bayes,2,64,-1000000.0,False,,2,2
bayes,2,65,-1000000.0,False,,1,0
bayes,2,66,-1000000.0,False,,1,0
bayes,2,67,-1000000.0,False,,1,0
bayes,2,68,-1000000.0,False,,1,0
bayes,2,69,-1000000.0,False,,1,0
bayes,2,70,-1000000.0,False,,1,0
bayes,2,71,-1000000.0,False,,1,0
bayes,2,72,-1000000.0,False,,1,0
bayes,2,73,-1000000.0,False,,1,0
bayes,2,74,-1000000.0,False,,1,0
bayes,2,75,-1000000.0,False,,1,0
bayes,2,76,-1000000.0,False,,2,2
bayes,2,77,-1000000.0,False,,1,0
bayes,2,78,-1000000.0,False,,2,1
bayes,2,79,-1000000.0,False,,1,0
bayes,2,80,-1000000.0,False,,1,0
bayes,2,81,-1000000.0,False,,1,0
bayes,2,82,-1000000.0,False,,1,0
bayes,2,83,-1000000.0,False,,1,0
bayes,2,84,-1000000.0,False,,1,0
bayes,2,85,-1000000.0,False,,1,0
bayes,2,86,-1000000.0,False,,1,0
bayes,2,87,-1000000.0,False,,1,0
bayes,2,88,-1000000.0,False,,1,0
bayes,2,89,-1000000.0,False,,2,1
bayes,2,90,-1000000.0,False,,1,0
bayes,2,91,-1000000.0,False,,1,0
bayes,2,92,-1000000.0,False,,1,0
bayes,2,93,-1000000.0,False,,1,0
bayes,2,94,-1000000.0,False,,1,0
bayes,2,95,-1000000.0,False,,2,2
bayes,2,96,-1000000.0,False,,1,0
bayes,2,97,-1000000.0,False,,1,0
bayes,2,98,-1000000.0,False,,1,0
bayes,2,99,-1000000.0,False,,1,0
bayes,2,100,-1000000.0,False,,1,0
bayes,3,0,-1000000.0,False,,1,0
bayes,3,1,-1000000.0,False,,1,0
bayes,3,2,-1000000.0,False,,1,0
bayes,3,3,-1000000.0,False,,1,0
bayes,3,4,-1000000.0,False,,1,0
bayes,3,5,-1000000.0,False,,1,0
bayes,3,6,-1000000.0,False,,1,0
bayes,3,7,-1000000.0,False,,2,2
bayes,3,8,-1000000.0,False,,1,0
bayes,3,9,-1000000.0,False,,1,0
bayes,3,10,-1000000.0,False,,1,0
bayes,3,11,-1000000.0,False,,1,0
bayes,3,12,-1000000.0,False,,1,0
bayes,3,13,-1000000.0,False,,2,2
bayes,3,14,-1000000.0,False,,2,3
bayes,3,15,-1000000.0,False,,1,0
bayes,3,16,-1000000.0,False,,1,0
bayes,3,17,-1000000.0,False,,1,0
bayes,3,18,-1000000.0,False,,1,0
bayes,3,19,-1000000.0,False,,1,0
bayes,3,20,-1000000.0,False,,2,2
bayes,3,21,-1000000.0,False,,1,0
bayes,3,22,-1000000.0,False,,2,1
bayes,3,23,-1000000.0,False,,1,0
bayes,3,24,-1000000.0,False,,1,0
bayes,3,25,-1000000.0,False,,1,0
bayes,3,26,-1000000.0,False,,1,0
bayes,3,27,-1000000.0,False,,1,0
bayes,3,28,-1000000.0,False,,2,1
bayes,3,29,-1000000.0,False,,1,0
bayes,3,30,-1000000.0,False,,1,0
bayes,3,31,-1000000.0,False,,1,0
bayes,3,32,-1000000.0,False,,1,0
bayes,3,33,-1000000.0,False,,1,0
bayes,3,34,-1000000.0,False,,1,0
bayes,3,35,-1000000.0,False,,1,0
bayes,3,36,-1000000.0,False,,1,0
bayes,3,37,-1000000.0,False,,2,1
bayes,3,38,-1000000.0,False,,2,1
bayes,3,39,-1000000.0,False,,1,0
bayes,3,40,-1000000.0,False,,2,1
bayes,3,41,-1000000.0,False,,1,0
bayes,3,42,-1000000.0,False,,1,0
bayes,3,43,-1000000.0,False,,1,0
bayes,3,44,-1000000.0,False,,1,0
bayes,3,45,-1000000.0,False,,1,0
bayes,3,46,-1000000.0,False,,1,0
bayes,3,47,-1000000.0,False,,1,0
bayes,3,48,-1000000.0,False,,1,0
bayes,3,49,-1000000.0,False,,1,0
bayes,3,50,-1000000.0,False,,1,0
bayes,3,51,-1000000.0,False,,1,0
bayes,3,52,-1000000.0,False,,1,0
bayes,3,53,-1000000.0,False,,1,0
bayes,3,54,-1000000.0,False,,2,2
bayes,3,55,-1000000.0,False,,1,0
bayes,3,56,-1000000.0,False,,1,0
bayes,3,57,-1000000.0,False,,1,1
bayes,3,58,-1000000.0,False,,1,0
bayes,3,59,-1000000.0,False,,1,0
bayes,3,60,-1000000.0,False,,1,0
bayes,3,61,-1000000.0,False,,1,0
bayes,3,62,-1000000.0,False,,2,2
bayes,3,63,-1000000.0,False,,2,2
bayes,3,64,-1000000.0,False,,1,0
bayes,3,65,-1000000.0,False,,1,0
bayes,3,66,-1000000.0,False,,1,0
bayes,3,67,-1000000.0,False,,1,0
bayes,3,68,-1000000.0,False,,1,0
bayes,3,69,-1000000.0,False,,1,0
bayes,3,70,-1000000.0,False,,1,0
bayes,3,71,-1000000.0,False,,1,0
bayes,3,72,-1000000.0,False,,1,0
bayes,3,73,-1000000.0,False,,2,1
bayes,3,74,-1000000.0,False,,1,0
bayes,3,75,-1000000.0,False,,1,0
bayes,3,76,-1000000.0,False,,1,0
bayes,3,77,-1000000.0,False,,1,0
bayes,3,78,-1000000.0,False,,1,0
bayes,3,79,-1000000.0,False,,1,0
bayes,3,80,-1000000.0,False,,1,0
bayes,3,81,-1000000.0,False,,1,0
bayes,3,82,-1000000.0,False,,1,0
bayes,3,83,-1000000.0,False,,1,0
bayes,3,84,-1000000.0,False,,1,0
bayes,3,85,-1000000.0,False,,1,0
bayes,3,86,-1000000.0,False,,2,2
bayes,3,87,-1000000.0,False,,1,0
bayes,3,88,-1000000.0,False,,2,2
bayes,3,89,-1000000.0,False,,1,0
bayes,3,90,-1000000.0,False,,1,0
bayes,3,91,-1000000.0,False,,1,0
bayes,3,92,-1000000.0,False,,1,0
bayes,3,93,-1000000.0,False,,1,0
bayes,3,94,-1000000.0,False,,2,1
bayes,3,95,-1000000.0,False,,1,0
bayes,3,96,-1000000.0,False,,1,0
bayes,3,97,-1000000.0,False,,1,0
bayes,3,98,-1000000.0,False,,1,0
bayes,3,99,-1000000.0,False,,1,0
bayes,3,100,-1000000.0,False,,1,0
bayes,4,0,-1000000.0,False,,1,0
bayes,4,1,-1000000.0,False,,1,0
bayes,4,2,-1000000.0,False,,1,0
bayes,4,3,-1000000.0,False,,1,0
bayes,4,4,-1000000.0,False,,2,2
bayes,4,5,-1000000.0,False,,1,0
bayes,4,6,-1000000.0,False,,1,0
bayes,4,7,-1000000.0,False,,1,0
bayes,4,8,-1000000.0,False,,1,0
bayes,4,9,-1000000.0,False,,1,0
bayes,4,10,-1000000.0,False,,1,0
bayes,4,11,-1000000.0,False,,1,0
bayes,4,12,-1000000.0,False,,1,0
bayes,4,13,-1000000.0,False,,1,0
bayes,4,14,-1000000.0,False,,1,0
bayes,4,15,-1000000.0,False,,1,0
bayes,4,16,-1000000.0,False,,1,0
bayes,4,17,-1000000.0,False,,1,0
bayes,4,18,-1000000.0,False,,1,0
bayes,4,19,-1000000.0,False,,1,0
bayes,4,20,-1000000.0,False,,1,0
bayes,4,21,-1000000.0,False,,1,1
bayes,4,22,-1000000.0,False,,1,0
bayes,4,23,-1000000.0,False,,1,1
bayes,4,24,-1000000.0,False,,1,0
bayes,4,25,-1000000.0,False,,1,0
bayes,4,26,-1000000.0,False,,1,0
bayes,4,27,-1000000.0,False,,1,0
bayes,4,28,-1000000.0,False,,1,0
bayes,4,29,-1000000.0,False,,1,0
bayes,4,30,-1000000.0,False,,1,0
bayes,4,31,-1000000.0,False,,1,0
bayes,4,32,-1000000.0,False,,1,0
bayes,4,33,-1000000.0,False,,1,1
bayes,4,34,-1000000.0,False,,1,0
bayes,4,35,-1000000.0,False,,1,1
bayes,4,36,-1000000.0,False,,1,0
bayes,4,37,-1000000.0,False,,1,1
bayes,4,38,-1000000.0,False,,1,0
bayes,4,39,-1000000.0,False,,1,0
bayes,4,40,-1000000.0,False,,1,0
bayes,4,41,-1000000.0,False,,1,0
bayes,4,42,-1000000.0,False,,1,0
bayes,4,43,-1000000.0,False,,1,0
bayes,4,44,-1000000.0,False,,1,0
bayes,4,45,-1000000.0,False,,1,0
bayes,4,46,-1000000.0,False,,1,0
bayes,4,47,-1000000.0,False,,1,0
bayes,4,48,-1000000.0,False,,1,0
bayes,4,49,-1000000.0,False,,1,0
bayes,4,50,-1000000.0,False,,1,0
bayes,4,51,-1000000.0,False,,1,0
bayes,4,52,-1000000.0,False,,1,0
bayes,4,53,-1000000.0,False,,1,0
bayes,4,54,-1000000.0,False,,1,0
bayes,4,55,-1000000.0,False,,1,0
bayes,4,56,-1000000.0,False,,1,0
bayes,4,57,-1000000.0,False,,1,0
bayes,4,58,-1000000.0,False,,1,0
bayes,4,59,-1000000.0,False,,1,0
bayes,4,60,-1000000.0,False,,1,0
bayes,4,61,-1000000.0,False,,1,1
bayes,4,62,-1000000.0,False,,1,0
bayes,4,63,-1000000.0,False,,2,1
bayes,4,64,-1000000.0,False,,1,0
bayes,4,65,-1000000.0,False,,1,0
bayes,4,66,-1000000.0,False,,1,0
bayes,4,67,-1000000.0,False,,1,0
bayes,4,68,-1000000.0,False,,2,2
bayes,4,69,-1000000.0,False,,1,0
bayes,4,70,-1000000.0,False,,1,0
bayes,4,71,-1000000.0,False,,1,0
bayes,4,72,-1000000.0,False,,1,0
bayes,4,73,-1000000.0,False,,1,1
bayes,4,74,-1000000.0,False,,1,0
bayes,4,75,-1000000.0,False,,1,0
bayes,4,76,-1000000.0,False,,1,0
bayes,4,77,-1000000.0,False,,1,1
bayes,4,78,-1000000.0,False,,1,0
bayes,4,79,-1000000.0,False,,1,0
bayes,4,80,-1000000.0,False,,1,1
bayes,4,81,-1000000.0,False,,1,0
bayes,4,82,-1000000.0,False,,1,0
bayes,4,83,-1000000.0,False,,1,0
bayes,4,84,-1000000.0,False,,1,0
bayes,4,85,-1000000.0,False,,1,0
bayes,4,86,-1000000.0,False,,1,0
bayes,4,87,-1000000.0,False,,1,0
bayes,4,88,-1000000.0,False,,1,0
bayes,4,89,-1000000.0,False,,1,0
bayes,4,90,-1000000.0,False,,1,1
bayes,4,91,-1000000.0,False,,1,0
bayes,4,92,-1000000.0,False,,1,0
bayes,4,93,-1000000.0,False,,1,0
bayes,4,94,-1000000.0,False,,1,0
bayes,4,95,-1000000.0,False,,1,0
bayes,4,96,-1000000.0,False,,1,0
bayes,4,97,-1000000.0,False,,1,0
bayes,4,98,-1000000.0,False,,2,1
bayes,4,99,-1000000.0,False,,1,0
bayes,4,100,-1000000.0,False,,1,0
bayes,5,0,-1000000.0,False,,2,1
bayes,5,1,-1000000.0,False,,1,0
bayes,5,2,-1000000.0,False,,1,0
bayes,5,3,-1000000.0,False,,1,0
bayes,5,4,-1000000.0,False,,1,0
bayes,5,5,-1000000.0,False,,2,2
bayes,5,6,-1000000.0,False,,1,0
bayes,5,7,-1000000.0,False,,1,0
bayes,5,8,-1000000.0,False,,1,0
bayes,5,9,-1000000.0,False,,1,0
bayes,5,10,-1000000.0,False,,1,0
bayes,5,11,-1000000.0,False,,1,0
bayes,5,12,-1000000.0,False,,1,1
bayes,5,13,-1000000.0,False,,1,0
bayes,5,14,-1000000.0,False,,1,0
bayes,5,15,-1000000.0,False,,2,1
bayes,5,16,-1000000.0,False,,1,0
bayes,5,17,-1000000.0,False,,1,0
bayes,5,18,-1000000.0,False,,1,0
bayes,5,19,-1000000.0,False,,2,1
bayes,5,20,-1000000.0,False,,1,0
bayes,5,21,-1000000.0,False,,1,0
bayes,5,22,-1000000.0,False,,1,0
bayes,5,23,-1000000.0,False,,1,0
bayes,5,24,-1000000.0,False,,1,0
bayes,5,25,-1000000.0,False,,1,0
bayes,5,26,-1000000.0,False,,1,0
bayes,5,27,-1000000.0,False,,1,0
bayes,5,28,-1000000.0,False,,1,0
bayes,5,29,-1000000.0,False,,1,0
bayes,5,30,-1000000.0,False,,1,0
bayes,5,31,-1000000.0,False,,1,0
bayes,5,32,-1000000.0,False,,1,0
bayes,5,33,-1000000.0,False,,1,0
bayes,5,34,-1000000.0,False,,1,0
bayes,5,35,-1000000.0,False,,1,0
bayes,5,36,-1000000.0,False,,1,0
bayes,5,37,-1000000.0,False,,1,0
bayes,5,38,-1000000.0,False,,1,0
bayes,5,39,-1000000.0,False,,1,0
bayes,5,40,-1000000.0,False,,1,0
bayes,5,41,-1000000.0,False,,1,0
bayes,5,42,-1000000.0,False,,1,0
bayes,5,43,-1000000.0,False,,1,0
bayes,5,44,-1000000.0,False,,1,0
bayes,5,45,-1000000.0,False,,1,0
bayes,5,46,-1000000.0,False,,1,0
bayes,5,47,-1000000.0,False,,1,0
bayes,5,48,-1000000.0,False,,1,0
bayes,5,49,-1000000.0,False,,1,0
bayes,5,50,-1000000.0,False,,1,0
bayes,5,51,-1000000.0,False,,1,0
bayes,5,52,-1000000.0,False,,1,0
bayes,5,53,-1000000.0,False,,1,0
bayes,5,54,-1000000.0,False,,1,0
bayes,5,55,-1000000.0,False,,2,1
bayes,5,56,-1000000.0,False,,1,0
bayes,5,57,-1000000.0,False,,1,0
bayes,5,58,-1000000.0,False,,1,0
bayes,5,59,-1000000.0,False,,1,0
bayes,5,60,-1000000.0,False,,1,0
bayes,5,61,-1000000.0,False,,1,0
bayes,5,62,-1000000.0,False,,1,0
bayes,5,63,-1000000.0,False,,1,0
bayes,5,64,-1000000.0,False,,1,0
bayes,5,65,-1000000.0,False,,1,0
bayes,5,66,-1000000.0,False,,1,0
bayes,5,67,-1000000.0,False,,1,0
bayes,5,68,-1000000.0,False,,2,0
bayes,5,69,-1000000.0,False,,1,0
bayes,5,70,-1000000.0,False,,1,0
bayes,5,71,-1000000.0,False,,1,0
bayes,5,72,-1000000.0,False,,1,0
bayes,5,73,-1000000.0,False,,1,0
bayes,5,74,-1000000.0,False,,1,0
bayes,5,75,-1000000.0,False,,1,0
bayes,5,76,-1000000.0,False,,1,0
bayes,5,77,-1000000.0,False,,1,0
bayes,5,78,-1000000.0,False,,1,0
bayes,5,79,-1000000.0,False,,1,0
bayes,5,80,-1000000.0,False,,1,0
bayes,5,81,-1000000.0,False,,1,0
bayes,5,82,-1000000.0,False,,1,0
bayes,5,83,-1000000.0,False,,1,0
bayes,5,84,-1000000.0,False,,1,0
bayes,5,85,-1000000.0,False,,1,0
bayes,5,86,-1000000.0,False,,1,0
bayes,5,87,-1000000.0,False,,1,0
bayes,5,88,-1000000.0,False,,1,0
bayes,5,89,-1000000.0,False,,1,0
bayes,5,90,-1000000.0,False,,1,0
bayes,5,91,-1000000.0,False,,1,0
bayes,5,92,-1000000.0,False,,1,0
bayes,5,93,-1000000.0,False,,1,0
bayes,5,94,-1000000.0,False,,1,0
bayes,5,95,-1000000.0,False,,1,0
bayes,5,96,-1000000.0,False,,1,0
bayes,5,97,-1000000.0,False,,1,0
bayes,5,98,-1000000.0,False,,1,0
bayes,5,99,-1000000.0,False,,1,0
bayes,5,100,-1000000.0,False,,1,0
bayes,6,0,-1000000.0,False,,1,0
bayes,6,1,-1000000.0,False,,1,0
bayes,6,2,-1000000.0,False,,2,2
bayes,6,3,-1000000.0,False,,1,0
bayes,6,4,-1000000.0,False,,1,0
bayes,6,5,-1000000.0,False,,1,0
bayes,6,6,-1000000.0,False,,1,0
bayes,6,7,-1000000.0,False,,1,0
bayes,6,8,-1000000.0,False,,1,0
bayes,6,9,-1000000.0,False,,1,0
bayes,6,10,-1000000.0,False,,1,0
bayes,6,11,-1000000.0,False,,1,0
bayes,6,12,-1000000.0,False,,1,0
bayes,6,13,-1000000.0,False,,2,2
bayes,6,14,-1000000.0,False,,1,0
bayes,6,15,-1000000.0,False,,1,0
bayes,6,16,-1000000.0,False,,1,0
bayes,6,17,-1000000.0,False,,1,0
bayes,6,18,-1000000.0,False,,1,0
bayes,6,19,-1000000.0,False,,1,0
bayes,6,20,-1000000.0,False,,1,0
bayes,6,21,-1000000.0,False,,1,0
bayes,6,22,-1000000.0,False,,1,0
bayes,6,23,-1000000.0,False,,1,0
bayes,6,24,-1000000.0,False,,1,0
bayes,6,25,-1000000.0,False,,1,0
bayes,6,26,-1000000.0,False,,1,0
bayes,6,27,-1000000.0,False,,1,0
bayes,6,28,-1000000.0,False,,1,0
bayes,6,29,-1000000.0,False,,1,0
bayes,6,30,-1000000.0,False,,1,1
bayes,6,31,-1000000.0,False,,1,0
bayes,6,32,-1000000.0,False,,1,0
bayes,6,33,-1000000.0,False,,2,1
bayes,6,34,-1000000.0,False,,1,0
bayes,6,35,-1000000.0,False,,2,2
bayes,6,36,-1000000.0,False,,1,0
bayes,6,37,-1000000.0,False,,1,0
bayes,6,38,-1000000.0,False,,2,1
bayes,6,39,-1000000.0,False,,1,0
bayes,6,40,-1000000.0,False,,1,0
bayes,6,41,-1000000.0,False,,1,1
bayes,6,42,-1000000.0,False,,1,0
bayes,6,43,-1000000.0,False,,1,0
bayes,6,44,-1000000.0,False,,1,0
bayes,6,45,-1000000.0,False,,1,0
bayes,6,46,-1000000.0,False,,1,0
bayes,6,47,-1000000.0,False,,2,2
bayes,6,48,-1000000.0,False,,1,0
bayes,6,49,-1000000.0,False,,1,0
bayes,6,50,-1000000.0,False,,1,1
bayes,6,51,-1000000.0,False,,1,0
bayes,6,52,-1000000.0,False,,1,0
bayes,6,53,-1000000.0,False,,1,0
bayes,6,54,-1000000.0,False,,1,0
bayes,6,55,-1000000.0,False,,1,0
bayes,6,56,-1000000.0,False,,1,0
bayes,6,57,-1000000.0,False,,2,2
bayes,6,58,-1000000.0,False,,1,0
bayes,6,59,-1000000.0,False,,1,0
bayes,6,60,-1000000.0,False,,1,0
bayes,6,61,-1000000.0,False,,1,0
bayes,6,62,-1000000.0,False,,1,0
bayes,6,63,-1000000.0,False,,1,0
bayes,6,64,-1000000.0,False,,2,2
bayes,6,65,-1000000.0,False,,2,1
bayes,6,66,-1000000.0,False,,1,0
bayes,6,67,-1000000.0,False,,1,0
bayes,6,68,-1000000.0,False,,1,0
bayes,6,69,-1000000.0,False,,1,0
bayes,6,70,-1000000.0,False,,1,0
bayes,6,71,-1000000.0,False,,1,0
bayes,6,72,-1000000.0,False,,1,0
bayes,6,73,-1000000.0,False,,1,0
bayes,6,74,-1000000.0,False,,1,0
bayes,6,75,-1000000.0,False,,1,0
bayes,6,76,-1000000.0,False,,1,0
bayes,6,77,-1000000.0,False,,1,0
bayes,6,78,-1000000.0,False,,1,0
bayes,6,79,-1000000.0,False,,1,0
bayes,6,80,-1000000.0,False,,1,0
bayes,6,81,-1000000.0,False,,1,0
bayes,6,82,-1000000.0,False,,1,0
bayes,6,83,-1000000.0,False,,1,0
bayes,6,84,-1000000.0,False,,1,0
bayes,6,85,-1000000.0,False,,1,0
bayes,6,86,-1000000.0,False,,1,0
bayes,6,87,-1000000.0,False,,2,2
bayes,6,88,-1000000.0,False,,1,0
bayes,6,89,-1000000.0,False,,1,0
bayes,6,90,-1000000.0,False,,1,0
bayes,6,91,-1000000.0,False,,1,0
bayes,6,92,-1000000.0,False,,1,0
bayes,6,93,-1000000.0,False,,1,0
bayes,6,94,-1000000.0,False,,1,0
bayes,6,95,-1000000.0,False,,1,0
bayes,6,96,-1000000.0,False,,1,0
bayes,6,97,-1000000.0,False,,2,1
bayes,6,98,-1000000.0,False,,1,0
bayes,6,99,-1000000.0,False,,1,0
bayes,6,100,-1000000.0,False,,1,0
bayes,7,0,-1000000.0,False,,1,0
bayes,7,1,-1000000.0,False,,1,0
bayes,7,2,-1000000.0,False,,1,0
bayes,7,3,-1000000.0,False,,1,0
bayes,7,4,-1000000.0,False,,1,0
bayes,7,5,-1000000.0,False,,1,0
bayes,7,6,-1000000.0,False,,1,0
bayes,7,7,-1000000.0,False,,1,1
bayes,7,8,-1000000.0,False,,1,0
bayes,7,9,-1000000.0,False,,1,0
bayes,7,10,-1000000.0,False,,1,0
bayes,7,11,-1000000.0,False,,1,0
bayes,7,12,-1000000.0,False,,1,0
bayes,7,13,-1000000.0,False,,1,0
bayes,7,14,-1000000.0,False,,1,0
bayes,7,15,-1000000.0,False,,2,1
bayes,7,16,-1000000.0,False,,1,0
bayes,7,17,-1000000.0,False,,1,0
bayes,7,18,-1000000.0,False,,1,1
bayes,7,19,-1000000.0,False,,1,0
bayes,7,20,-1000000.0,False,,1,0
bayes,7,21,-1000000.0,False,,1,0
bayes,7,22,-1000000.0,False,,1,0
